id,name
69f3813176116b4dca6e840a,The Proclaimers
69f379219fd9cf05b86e7e37,May-rathon 
69f380d676116b4dca6e83ad,Edinburgh Team 2
69f380d676116b4dca6e8399,Steppa Pig
