user_id,date,step_count,points,step_count_cumulative,points_cumulative,rank
6630e84dcac2950001718560,2025-05-29,11744,14244,289262,321762,17.0
6630e84dcac2950001718560,2025-05-30,7275,7275,296537,329037,15.0
6630e84dcac2950001718560,2025-05-31,14594,17094,311131,346131,15.0
6630e85ecac295000171856a,2025-05-01,10624,13124,10624,13124,14.0
6630e85ecac295000171856a,2025-05-02,10988,13488,21612,26612,13.0
6630e85ecac295000171856a,2025-05-03,14816,17316,36428,43928,9.0
6630e85ecac295000171856a,2025-05-04,5862,5862,42290,49790,13.0
6630e85ecac295000171856a,2025-05-05,13061,15561,55351,65351,10.0
6630e85ecac295000171856a,2025-05-06,16017,18517,71368,83868,8.0
6630e85ecac295000171856a,2025-05-07,10704,13204,82072,97072,9.0
6630e85ecac295000171856a,2025-05-08,10240,12740,92312,109812,9.0
6630e85ecac295000171856a,2025-05-09,10888,13388,103200,123200,9.0
6630e85ecac295000171856a,2025-05-10,17736,20236,120936,143436,8.0
6630e85ecac295000171856a,2025-05-11,12179,14679,133115,158115,6.0
6630e85ecac295000171856a,2025-05-12,12896,15396,146011,173511,7.0
6630e85ecac295000171856a,2025-05-13,12751,15251,158762,188762,7.0
6630e85ecac295000171856a,2025-05-14,12930,15430,171692,204192,8.0
6630e85ecac295000171856a,2025-05-15,12039,14539,183731,218731,7.0
6630e85ecac295000171856a,2025-05-16,10545,13045,194276,231776,7.0
6630e85ecac295000171856a,2025-05-17,16060,18560,210336,250336,7.0
6630e85ecac295000171856a,2025-05-18,22312,24812,232648,275148,7.0
6630e85ecac295000171856a,2025-05-19,11567,14067,244215,289215,7.0
6630e85ecac295000171856a,2025-05-20,11150,13650,255365,302865,6.0
6630e85ecac295000171856a,2025-05-21,3617,3617,258982,306482,8.0
6630e85ecac295000171856a,2025-05-22,16879,19379,275861,325861,8.0
6630e85ecac295000171856a,2025-05-23,6363,6363,282224,332224,8.0
6630e85ecac295000171856a,2025-05-24,7470,7470,289694,339694,8.0
6630e85ecac295000171856a,2025-05-25,15145,17645,304839,357339,8.0
6630e85ecac295000171856a,2025-05-26,4012,4012,308851,361351,7.0
6630e85ecac295000171856a,2025-05-27,7742,7742,316593,369093,8.0
6630e85ecac295000171856a,2025-05-28,5741,5741,322334,374834,8.0
6630e85ecac295000171856a,2025-05-29,13236,15736,335570,390570,8.0
6630e85ecac295000171856a,2025-05-30,10222,12722,345792,403292,8.0
6630e85ecac295000171856a,2025-05-31,6159,6159,351951,409451,8.0
6630e9d5cac295000171861e,2025-05-01,18963,21463,18963,21463,5.0
6630e9d5cac295000171861e,2025-05-02,21917,24417,40880,45880,3.0
6630e9d5cac295000171861e,2025-05-03,24034,26534,64914,72414,2.0
6630e9d5cac295000171861e,2025-05-04,10229,12729,75143,85143,3.0
6630e9d5cac295000171861e,2025-05-05,18888,21388,94031,106531,3.0
6630e9d5cac295000171861e,2025-05-06,18862,21362,112893,127893,3.0
6630e9d5cac295000171861e,2025-05-07,12867,15367,125760,143260,3.0
6630e9d5cac295000171861e,2025-05-08,21146,23646,146906,166906,3.0
6630e9d5cac295000171861e,2025-05-09,14766,17266,161672,184172,3.0
6630e9d5cac295000171861e,2025-05-10,33118,35618,194790,219790,3.0
6630e9d5cac295000171861e,2025-05-11,28414,30914,223204,250704,2.0
6630e9d5cac295000171861e,2025-05-12,14890,17390,238094,268094,2.0
6630e9d5cac295000171861e,2025-05-13,19915,22415,258009,290509,2.0
6630e9d5cac295000171861e,2025-05-14,11141,13641,269150,304150,2.0
6630e9d5cac295000171861e,2025-05-15,14721,17221,283871,321371,2.0
6630e9d5cac295000171861e,2025-05-16,12870,15370,296741,336741,3.0
6630e9d5cac295000171861e,2025-05-17,27625,30125,324366,366866,3.0
6630e9d5cac295000171861e,2025-05-18,30186,32686,354552,399552,3.0
6630e9d5cac295000171861e,2025-05-19,10044,12544,364596,412096,3.0
6630e9d5cac295000171861e,2025-05-20,13369,15869,377965,427965,3.0
6630e9d5cac295000171861e,2025-05-21,18822,21322,396787,449287,3.0
6630e9d5cac295000171861e,2025-05-22,12049,14549,408836,463836,3.0
6630e9d5cac295000171861e,2025-05-23,18195,20695,427031,484531,3.0
6630e9d5cac295000171861e,2025-05-24,10819,13319,437850,497850,3.0
6630e9d5cac295000171861e,2025-05-25,11503,14003,449353,511853,3.0
6630e9d5cac295000171861e,2025-05-26,19026,21526,468379,533379,3.0
6630e9d5cac295000171861e,2025-05-27,10024,12524,478403,545903,3.0
6630e9d5cac295000171861e,2025-05-28,12267,14767,490670,560670,3.0
6630e9d5cac295000171861e,2025-05-29,19115,21615,509785,582285,3.0
6630e9d5cac295000171861e,2025-05-30,10709,13209,520494,595494,3.0
6630e9d5cac295000171861e,2025-05-31,16610,19110,537104,614604,3.0
6630f1cccac2950001718a1b,2025-05-01,19697,22197,19697,22197,3.0
6630f1cccac2950001718a1b,2025-05-02,7064,7064,26761,29261,10.0
6630f1cccac2950001718a1b,2025-05-03,16688,19188,43449,48449,7.0
6630f1cccac2950001718a1b,2025-05-04,15553,18053,59002,66502,7.0
6630f1cccac2950001718a1b,2025-05-05,11066,13566,70068,80068,6.0
6630f1cccac2950001718a1b,2025-05-06,3114,3114,73182,83182,9.0
6630f1cccac2950001718a1b,2025-05-07,7775,7775,80957,90957,12.0
6630f1cccac2950001718a1b,2025-05-09,3890,3890,84847,94847,16.0
6630f1cccac2950001718a1b,2025-05-10,10543,13043,95390,107890,18.0
6630f1cccac2950001718a1b,2025-05-11,6802,6802,102192,114692,15.0
6630f1cccac2950001718a1b,2025-05-12,9259,9259,111451,123951,17.0
6630f1cccac2950001718a1b,2025-05-13,18393,20893,129844,144844,16.0
6630f1cccac2950001718a1b,2025-05-14,13208,15708,143052,160552,12.0
6630f1cccac2950001718a1b,2025-05-15,7397,7397,150449,167949,16.0
6630f1cccac2950001718a1b,2025-05-16,13828,16328,164277,184277,12.0
6630f1cccac2950001718a1b,2025-05-17,14393,16893,178670,201170,14.0
6630f1cccac2950001718a1b,2025-05-18,20850,23350,199520,224520,12.0
6630f1cccac2950001718a1b,2025-05-20,5447,5447,204967,229967,16.0
6630f1cccac2950001718a1b,2025-05-21,12158,14658,217125,244625,13.0
6630f1cccac2950001718a1b,2025-05-22,5531,5531,222656,250156,16.0
6630f1cccac2950001718a1b,2025-05-23,15423,17923,238079,268079,14.0
6630f1cccac2950001718a1b,2025-05-24,14533,17033,252612,285112,13.0
6630f1cccac2950001718a1b,2025-05-25,22004,24504,274616,309616,12.0
6630f1cccac2950001718a1b,2025-05-26,18689,21189,293305,330805,8.0
6630f1cccac2950001718a1b,2025-05-27,19625,22125,312930,352930,9.0
6630f1cccac2950001718a1b,2025-05-28,17510,20010,330440,372940,9.0
6630f1cccac2950001718a1b,2025-05-29,6555,6555,336995,379495,10.0
6630f336cac2950001718af8,2025-05-01,2509,2509,2509,2509,17.0
6630f336cac2950001718af8,2025-05-02,8860,8860,11369,11369,20.0
6630f336cac2950001718af8,2025-05-03,10062,12562,21431,23931,16.0
6630f336cac2950001718af8,2025-05-04,12389,14889,33820,38820,17.0
6630f336cac2950001718af8,2025-05-05,11801,14301,45621,53121,18.0
6630f336cac2950001718af8,2025-05-06,24416,26916,70037,80037,11.0
6630f336cac2950001718af8,2025-05-07,27775,30275,97812,110312,6.0
6630f336cac2950001718af8,2025-05-08,17600,20100,115412,130412,6.0
6630f336cac2950001718af8,2025-05-09,23268,25768,138680,156180,4.0
6630f336cac2950001718af8,2025-05-10,19167,21667,157847,177847,4.0
6630f336cac2950001718af8,2025-05-11,25350,27850,183197,205697,4.0
6630f336cac2950001718af8,2025-05-12,5600,5600,188797,211297,5.0
6630f336cac2950001718af8,2025-05-13,4964,4964,193761,216261,5.0
6630f336cac2950001718af8,2025-05-14,24999,27499,218760,243760,4.0
6630f336cac2950001718af8,2025-05-16,19869,22369,238629,266129,5.0
6630f336cac2950001718af8,2025-05-17,22076,24576,260705,290705,5.0
6630f336cac2950001718af8,2025-05-18,24985,27485,285690,318190,4.0
6630f336cac2950001718af8,2025-05-19,3219,3219,288909,321409,5.0
6630f336cac2950001718af8,2025-05-21,9021,9021,297930,330430,6.0
6630f336cac2950001718af8,2025-05-22,36174,38674,334104,369104,5.0
6630f336cac2950001718af8,2025-05-23,6042,6042,340146,375146,5.0
6630f336cac2950001718af8,2025-05-24,16797,19297,356943,394443,5.0
6630f336cac2950001718af8,2025-05-25,17806,20306,374749,414749,5.0
6630f336cac2950001718af8,2025-05-26,5191,5191,379940,419940,5.0
6630f336cac2950001718af8,2025-05-27,7337,7337,387277,427277,5.0
6630f336cac2950001718af8,2025-05-28,13111,15611,400388,442888,5.0
6630f336cac2950001718af8,2025-05-29,2981,2981,403369,445869,5.0
6630f336cac2950001718af8,2025-05-30,13085,15585,416454,461454,5.0
6630f336cac2950001718af8,2025-05-31,20105,22605,436559,484059,5.0
6630f399cac2950001718b2b,2025-05-01,10980,13480,10980,13480,13.0
6630f399cac2950001718b2b,2025-05-02,11709,14209,22689,27689,11.0
6630f399cac2950001718b2b,2025-05-03,17932,20432,40621,48121,8.0
6630f399cac2950001718b2b,2025-05-04,8989,8989,49610,57110,8.0
6630f399cac2950001718b2b,2025-05-05,4327,4327,53937,61437,13.0
6630f399cac2950001718b2b,2025-05-06,5864,5864,59801,67301,15.0
6630f399cac2950001718b2b,2025-05-07,5897,5897,65698,73198,19.0
6630f399cac2950001718b2b,2025-05-08,11607,14107,77305,87305,17.0
6630f399cac2950001718b2b,2025-05-09,6479,6479,83784,93784,17.0
6630f399cac2950001718b2b,2025-05-10,15558,18058,99342,111842,17.0
6630f399cac2950001718b2b,2025-05-11,7309,7309,106651,119151,14.0
6630f399cac2950001718b2b,2025-05-13,2938,2938,109589,122089,19.0
6630f399cac2950001718b2b,2025-05-14,10916,13416,120505,135505,15.0
6630f399cac2950001718b2b,2025-05-15,10868,13368,131373,148873,18.0
6630f399cac2950001718b2b,2025-05-16,4860,4860,136233,153733,16.0
6630f399cac2950001718b2b,2025-05-17,10734,13234,146967,166967,19.0
6630f399cac2950001718b2b,2025-05-18,14676,17176,161643,184143,19.0
6630f399cac2950001718b2b,2025-05-19,5683,5683,167326,189826,18.0
6630f399cac2950001718b2b,2025-05-20,10421,12921,177747,202747,17.0
6630f399cac2950001718b2b,2025-05-21,581,581,178328,203328,17.0
6630f399cac2950001718b2b,2025-05-24,10732,13232,189060,216560,19.0
6630f399cac2950001718b2b,2025-05-25,7237,7237,196297,223797,17.0
6630f399cac2950001718b2b,2025-05-26,7133,7133,203430,230930,14.0
6630f399cac2950001718b2b,2025-05-27,8066,8066,211496,238996,19.0
6630f399cac2950001718b2b,2025-05-28,8078,8078,219574,247074,19.0
6630f399cac2950001718b2b,2025-05-29,12003,14503,231577,261577,19.0
6630f399cac2950001718b2b,2025-05-30,9174,9174,240751,270751,17.0
6630f399cac2950001718b2b,2025-05-31,10546,13046,251297,283797,18.0
6630f3d8cac2950001718b45,2025-05-01,18649,21149,18649,21149,6.0
6630f3d8cac2950001718b45,2025-05-02,18473,20973,37122,42122,4.0
6630f3d8cac2950001718b45,2025-05-03,9326,9326,46448,51448,6.0
6630f3d8cac2950001718b45,2025-05-04,14280,16780,60728,68228,6.0
6630f3d8cac2950001718b45,2025-05-05,13594,16094,74322,84322,5.0
6630f3d8cac2950001718b45,2025-05-06,14403,16903,88725,101225,5.0
6630f3d8cac2950001718b45,2025-05-07,13972,16472,102697,117697,5.0
6630f3d8cac2950001718b45,2025-05-08,12227,14727,114924,132424,5.0
6630f3d8cac2950001718b45,2025-05-09,20197,22697,135121,155121,6.0
6630f3d8cac2950001718b45,2025-05-10,17592,20092,152713,175213,6.0
6630f3d8cac2950001718b45,2025-05-11,17323,19823,170036,195036,5.0
6630f3d8cac2950001718b45,2025-05-12,14478,16978,184514,212014,4.0
6630f3d8cac2950001718b45,2025-05-13,11453,13953,195967,225967,4.0
6630f3d8cac2950001718b45,2025-05-14,11853,14353,207820,240320,5.0
6630f3d8cac2950001718b45,2025-05-15,10679,13179,218499,253499,4.0
6630f3d8cac2950001718b45,2025-05-16,20690,23190,239189,276689,4.0
6630f3d8cac2950001718b45,2025-05-17,15213,17713,254402,294402,4.0
6630f3d8cac2950001718b45,2025-05-18,15309,17809,269711,312211,5.0
6630f3d8cac2950001718b45,2025-05-19,10032,12532,279743,324743,4.0
6630f3d8cac2950001718b45,2025-05-20,21869,24369,301612,349112,4.0
6630f3d8cac2950001718b45,2025-05-21,540,540,302152,349652,5.0
6630f3d8cac2950001718b45,2025-05-22,4717,4717,306869,354369,6.0
6630f3d8cac2950001718b45,2025-05-23,498,498,307367,354867,6.0
6630f3d8cac2950001718b45,2025-05-24,10067,12567,317434,367434,6.0
6630f3d8cac2950001718b45,2025-05-25,18675,21175,336109,388609,6.0
6630f3d8cac2950001718b45,2025-05-26,10232,12732,346341,401341,6.0
6630f3d8cac2950001718b45,2025-05-27,9335,9335,355676,410676,6.0
6630f3d8cac2950001718b45,2025-05-28,6385,6385,362061,417061,6.0
6630f3d8cac2950001718b45,2025-05-29,5363,5363,367424,422424,6.0
6630f3d8cac2950001718b45,2025-05-30,10770,13270,378194,435694,6.0
6630f3d8cac2950001718b45,2025-05-31,6186,6186,384380,441880,6.0
66311817cac29500017198a6,2025-05-02,10098,12598,10098,12598,19.0
66311817cac29500017198a6,2025-05-03,15041,17541,25139,30139,13.0
66311817cac29500017198a6,2025-05-04,14525,17025,39664,47164,15.0
66311817cac29500017198a6,2025-05-05,10523,13023,50187,60187,15.0
66311817cac29500017198a6,2025-05-07,10682,13182,60869,73369,18.0
66311817cac29500017198a6,2025-05-08,12725,15225,73594,88594,15.0
66311817cac29500017198a6,2025-05-09,14318,16818,87912,105412,13.0
66311817cac29500017198a6,2025-05-10,15641,18141,103553,123553,16.0
66311817cac29500017198a6,2025-05-12,5998,5998,109551,129551,16.0
66311817cac29500017198a6,2025-05-13,11516,14016,121067,143567,17.0
66311817cac29500017198a6,2025-05-14,10858,13358,131925,156925,13.0
66311817cac29500017198a6,2025-05-15,12819,15319,144744,172244,15.0
66311817cac29500017198a6,2025-05-17,16007,18507,160751,190751,18.0
66311817cac29500017198a6,2025-05-18,12907,15407,173658,206158,17.0
66311817cac29500017198a6,2025-05-19,11041,13541,184699,219699,15.0
66311817cac29500017198a6,2025-05-20,11238,13738,195937,233437,14.0
66311817cac29500017198a6,2025-05-22,11696,14196,207633,247633,17.0
66311817cac29500017198a6,2025-05-23,10710,13210,218343,260843,16.0
66311817cac29500017198a6,2025-05-24,18213,20713,236556,281556,15.0
66311817cac29500017198a6,2025-05-25,18437,20937,254993,302493,13.0
66311817cac29500017198a6,2025-05-27,10187,12687,265180,315180,15.0
66311817cac29500017198a6,2025-05-28,7513,7513,272693,322693,15.0
66311817cac29500017198a6,2025-05-29,11625,14125,284318,336818,15.0
66311817cac29500017198a6,2025-05-30,12161,14661,296479,351479,13.0
66311817cac29500017198a6,2025-05-31,16031,18531,312510,370010,13.0
66312fe1cac2950001719e65,2025-05-01,20384,22884,20384,22884,2.0
66312fe1cac2950001719e65,2025-05-02,9856,9856,30240,32740,9.0
66312fe1cac2950001719e65,2025-05-04,17358,19858,47598,52598,10.0
66312fe1cac2950001719e65,2025-05-05,16712,19212,64310,71810,7.0
66312fe1cac2950001719e65,2025-05-06,14585,17085,78895,88895,6.0
66312fe1cac2950001719e65,2025-05-07,8022,8022,86917,96917,10.0
66312fe1cac2950001719e65,2025-05-08,12422,14922,99339,111839,8.0
66312fe1cac2950001719e65,2025-05-09,11400,13900,110739,125739,8.0
66312fe1cac2950001719e65,2025-05-10,15378,17878,126117,143617,7.0
66312fe1cac2950001719e65,2025-05-11,9093,9093,135210,152710,7.0
66312fe1cac2950001719e65,2025-05-12,11803,14303,147013,167013,8.0
66312fe1cac2950001719e65,2025-05-13,8435,8435,155448,175448,11.0
66312fe1cac2950001719e65,2025-05-15,12594,15094,168042,190542,10.0
66312fe1cac2950001719e65,2025-05-16,4064,4064,172106,194606,10.0
66312fe1cac2950001719e65,2025-05-17,10594,13094,182700,207700,12.0
66312fe1cac2950001719e65,2025-05-18,10990,13490,193690,221190,13.0
66312fe1cac2950001719e65,2025-05-19,4541,4541,198231,225731,14.0
66312fe1cac2950001719e65,2025-05-20,11247,13747,209478,239478,11.0
66312fe1cac2950001719e65,2025-05-21,9352,9352,218830,248830,12.0
66312fe1cac2950001719e65,2025-05-22,7759,7759,226589,256589,14.0
66312fe1cac2950001719e65,2025-05-23,10286,12786,236875,269375,13.0
66312fe1cac2950001719e65,2025-05-24,11939,14439,248814,283814,14.0
66312fe1cac2950001719e65,2025-05-26,4442,4442,253256,288256,12.0
66312fe1cac2950001719e65,2025-05-27,6631,6631,259887,294887,16.0
66312fe1cac2950001719e65,2025-05-28,8624,8624,268511,303511,17.0
66312fe1cac2950001719e65,2025-05-29,17640,20140,286151,323651,16.0
66312fe1cac2950001719e65,2025-05-30,9959,9959,296110,333610,14.0
66312fe1cac2950001719e65,2025-05-31,2106,2106,298216,335716,16.0
6631303ccac2950001719e80,2025-05-01,38982,41482,38982,41482,1.0
6631303ccac2950001719e80,2025-05-02,30738,33238,69720,74720,1.0
6631303ccac2950001719e80,2025-05-03,35918,38418,105638,113138,1.0
6631303ccac2950001719e80,2025-05-04,32524,35024,138162,148162,1.0
6631303ccac2950001719e80,2025-05-05,31795,34295,169957,182457,1.0
6631303ccac2950001719e80,2025-05-06,29175,31675,199132,214132,1.0
6631303ccac2950001719e80,2025-05-07,33409,35909,232541,250041,1.0
6631303ccac2950001719e80,2025-05-08,30128,32628,262669,282669,1.0
6631303ccac2950001719e80,2025-05-09,30571,33071,293240,315740,1.0
6631303ccac2950001719e80,2025-05-10,32113,34613,325353,350353,1.0
6631303ccac2950001719e80,2025-05-11,35343,37843,360696,388196,1.0
6631303ccac2950001719e80,2025-05-12,30539,33039,391235,421235,1.0
6631303ccac2950001719e80,2025-05-13,37556,40056,428791,461291,1.0
6631303ccac2950001719e80,2025-05-14,36362,38862,465153,500153,1.0
6631303ccac2950001719e80,2025-05-15,33648,36148,498801,536301,1.0
6631303ccac2950001719e80,2025-05-16,27807,30307,526608,566608,1.0
6631303ccac2950001719e80,2025-05-17,23541,26041,550149,592649,1.0
6631303ccac2950001719e80,2025-05-18,40946,43446,591095,636095,1.0
6631303ccac2950001719e80,2025-05-19,34146,36646,625241,672741,1.0
6631303ccac2950001719e80,2025-05-20,30614,33114,655855,705855,1.0
6631303ccac2950001719e80,2025-05-21,30712,33212,686567,739067,1.0
6631303ccac2950001719e80,2025-05-22,23515,26015,710082,765082,1.0
6631303ccac2950001719e80,2025-05-23,37879,40379,747961,805461,1.0
6631303ccac2950001719e80,2025-05-24,38075,40575,786036,846036,1.0
6631303ccac2950001719e80,2025-05-25,33745,36245,819781,882281,1.0
6631303ccac2950001719e80,2025-05-26,27843,30343,847624,912624,1.0
6631303ccac2950001719e80,2025-05-27,23057,25557,870681,938181,1.0
6631303ccac2950001719e80,2025-05-28,19769,22269,890450,960450,1.0
6631303ccac2950001719e80,2025-05-29,17641,20141,908091,980591,1.0
6631303ccac2950001719e80,2025-05-30,16960,19460,925051,1000051,1.0
6631303ccac2950001719e80,2025-05-31,10023,12523,935074,1012574,1.0
66313cb9cac295000171a1c0,2025-05-01,18087,20587,18087,20587,7.0
66313cb9cac295000171a1c0,2025-05-02,14729,17229,32816,37816,5.0
66313cb9cac295000171a1c0,2025-05-03,16271,18771,49087,56587,4.0
66313cb9cac295000171a1c0,2025-05-04,14871,17371,63958,73958,4.0
66313cb9cac295000171a1c0,2025-05-05,13655,16155,77613,90113,4.0
66313cb9cac295000171a1c0,2025-05-06,12698,15198,90311,105311,4.0
66313cb9cac295000171a1c0,2025-05-07,11444,13944,101755,119255,4.0
66313cb9cac295000171a1c0,2025-05-08,14155,16655,115910,135910,4.0
66313cb9cac295000171a1c0,2025-05-09,17101,19601,133011,155511,5.0
66313cb9cac295000171a1c0,2025-05-10,18155,20655,151166,176166,5.0
66313cb9cac295000171a1c0,2025-05-12,10744,13244,161910,189410,6.0
66313cb9cac295000171a1c0,2025-05-13,13371,15871,175281,205281,6.0
66313cb9cac295000171a1c0,2025-05-14,1548,1548,176829,206829,7.0
66313cb9cac295000171a1c0,2025-05-15,12639,15139,189468,221968,6.0
66313cb9cac295000171a1c0,2025-05-17,14607,17107,204075,239075,9.0
66313cb9cac295000171a1c0,2025-05-18,11085,13585,215160,252660,9.0
66313cb9cac295000171a1c0,2025-05-19,11382,13882,226542,266542,9.0
66313cb9cac295000171a1c0,2025-05-20,11779,14279,238321,280821,8.0
66313cb9cac295000171a1c0,2025-05-22,11483,13983,249804,294804,9.0
66313cb9cac295000171a1c0,2025-05-23,11566,14066,261370,308870,9.0
66313cb9cac295000171a1c0,2025-05-24,11385,13885,272755,322755,10.0
66313cb9cac295000171a1c0,2025-05-25,11810,14310,284565,337065,9.0
66313cb9cac295000171a1c0,2025-05-27,11798,14298,296363,351363,10.0
66313cb9cac295000171a1c0,2025-05-28,13547,16047,309910,367410,10.0
66313cb9cac295000171a1c0,2025-05-29,11685,14185,321595,381595,9.0
66313cb9cac295000171a1c0,2025-05-30,11186,13686,332781,395281,9.0
66313cb9cac295000171a1c0,2025-05-31,6976,6976,339757,402257,9.0
663147d8cac295000171a59b,2025-05-01,15947,18447,15947,18447,11.0
663147d8cac295000171a59b,2025-05-02,11947,14447,27894,32894,8.0
663147d8cac295000171a59b,2025-05-04,21527,24027,49421,56921,9.0
663147d8cac295000171a59b,2025-05-05,9037,9037,58458,65958,9.0
663147d8cac295000171a59b,2025-05-06,12440,14940,70898,80898,10.0
663147d8cac295000171a59b,2025-05-07,14514,17014,85412,97912,8.0
663147d8cac295000171a59b,2025-05-08,5649,5649,91061,103561,12.0
663147d8cac295000171a59b,2025-05-09,3432,3432,94493,106993,12.0
663147d8cac295000171a59b,2025-05-10,22011,24511,116504,131504,10.0
663147d8cac295000171a59b,2025-05-11,12532,15032,129036,146536,10.0
663147d8cac295000171a59b,2025-05-12,10124,12624,139160,159160,12.0
663147d8cac295000171a59b,2025-05-13,9727,9727,148887,168887,13.0
663147d8cac295000171a59b,2025-05-15,4121,4121,153008,173008,13.0
663147d8cac295000171a59b,2025-05-16,7896,7896,160904,180904,14.0
663147d8cac295000171a59b,2025-05-17,19926,22426,180830,203330,13.0
663147d8cac295000171a59b,2025-05-18,14121,16621,194951,219951,14.0
663147d8cac295000171a59b,2025-05-19,7514,7514,202465,227465,12.0
663147d8cac295000171a59b,2025-05-20,5752,5752,208217,233217,15.0
663147d8cac295000171a59b,2025-05-21,9224,9224,217441,242441,14.0
663147d8cac295000171a59b,2025-05-22,10667,13167,228108,255608,15.0
663147d8cac295000171a59b,2025-05-23,5044,5044,233152,260652,17.0
663147d8cac295000171a59b,2025-05-24,7065,7065,240217,267717,17.0
663147d8cac295000171a59b,2025-05-25,28266,30766,268483,298483,14.0
663147d8cac295000171a59b,2025-05-26,8425,8425,276908,306908,11.0
663147d8cac295000171a59b,2025-05-27,16705,19205,293613,326113,14.0
663147d8cac295000171a59b,2025-05-28,7273,7273,300886,333386,14.0
663147d8cac295000171a59b,2025-05-29,5575,5575,306461,338961,14.0
663147d8cac295000171a59b,2025-05-30,16188,18688,322649,357649,12.0
663147d8cac295000171a59b,2025-05-31,15473,17973,338122,375622,12.0
663164d7cac295000171abd3,2025-05-01,12318,14818,12318,14818,12.0
663164d7cac295000171abd3,2025-05-02,4119,4119,16437,18937,15.0
663164d7cac295000171abd3,2025-05-03,4869,4869,21306,23806,17.0
663164d7cac295000171abd3,2025-05-04,10649,13149,31955,36955,18.0
663164d7cac295000171abd3,2025-05-05,6539,6539,38494,43494,19.0
663164d7cac295000171abd3,2025-05-07,8300,8300,46794,51794,20.0
