user_id,date,step_count,points
6630e85ecac295000171856a,2025-05-28,5741,5741
6630e85ecac295000171856a,2025-05-29,13236,15736
6630e85ecac295000171856a,2025-05-30,10222,12722
6630e85ecac295000171856a,2025-05-31,6159,6159
6630e9d5cac295000171861e,2025-05-01,18963,21463
6630e9d5cac295000171861e,2025-05-02,21917,24417
6630e9d5cac295000171861e,2025-05-03,24034,26534
6630e9d5cac295000171861e,2025-05-04,10229,12729
6630e9d5cac295000171861e,2025-05-05,18888,21388
6630e9d5cac295000171861e,2025-05-06,18862,21362
6630e9d5cac295000171861e,2025-05-07,12867,15367
6630e9d5cac295000171861e,2025-05-08,21146,23646
6630e9d5cac295000171861e,2025-05-09,14766,17266
6630e9d5cac295000171861e,2025-05-10,33118,35618
6630e9d5cac295000171861e,2025-05-11,28414,30914
6630e9d5cac295000171861e,2025-05-12,14890,17390
6630e9d5cac295000171861e,2025-05-13,19915,22415
6630e9d5cac295000171861e,2025-05-14,11141,13641
6630e9d5cac295000171861e,2025-05-15,14721,17221
6630e9d5cac295000171861e,2025-05-16,12870,15370
6630e9d5cac295000171861e,2025-05-17,27625,30125
6630e9d5cac295000171861e,2025-05-18,30186,32686
6630e9d5cac295000171861e,2025-05-19,10044,12544
6630e9d5cac295000171861e,2025-05-20,13369,15869
6630e9d5cac295000171861e,2025-05-21,18822,21322
6630e9d5cac295000171861e,2025-05-22,12049,14549
6630e9d5cac295000171861e,2025-05-23,18195,20695
6630e9d5cac295000171861e,2025-05-24,10819,13319
6630e9d5cac295000171861e,2025-05-25,11503,14003
6630e9d5cac295000171861e,2025-05-26,19026,21526
6630e9d5cac295000171861e,2025-05-27,10024,12524
6630e9d5cac295000171861e,2025-05-28,12267,14767
6630e9d5cac295000171861e,2025-05-29,19115,21615
6630e9d5cac295000171861e,2025-05-30,10709,13209
6630e9d5cac295000171861e,2025-05-31,16610,19110
6630f1cccac2950001718a1b,2025-05-01,19697,22197
6630f1cccac2950001718a1b,2025-05-02,7064,7064
6630f1cccac2950001718a1b,2025-05-03,16688,19188
6630f1cccac2950001718a1b,2025-05-04,15553,18053
6630f1cccac2950001718a1b,2025-05-05,11066,13566
6630f1cccac2950001718a1b,2025-05-06,3114,3114
6630f1cccac2950001718a1b,2025-05-07,7775,7775
6630f1cccac2950001718a1b,2025-05-09,3890,3890
6630f1cccac2950001718a1b,2025-05-10,10543,13043
6630f1cccac2950001718a1b,2025-05-11,6802,6802
6630f1cccac2950001718a1b,2025-05-12,9259,9259
6630f1cccac2950001718a1b,2025-05-13,18393,20893
6630f1cccac2950001718a1b,2025-05-14,13208,15708
6630f1cccac2950001718a1b,2025-05-15,7397,7397
6630f1cccac2950001718a1b,2025-05-16,13828,16328
6630f1cccac2950001718a1b,2025-05-17,14393,16893
6630f1cccac2950001718a1b,2025-05-18,20850,23350
6630f1cccac2950001718a1b,2025-05-20,5447,5447
6630f1cccac2950001718a1b,2025-05-21,12158,14658
6630f1cccac2950001718a1b,2025-05-22,5531,5531
6630f1cccac2950001718a1b,2025-05-23,15423,17923
6630f1cccac2950001718a1b,2025-05-24,14533,17033
6630f1cccac2950001718a1b,2025-05-25,22004,24504
6630f1cccac2950001718a1b,2025-05-26,18689,21189
6630f1cccac2950001718a1b,2025-05-27,19625,22125
6630f1cccac2950001718a1b,2025-05-28,17510,20010
6630f1cccac2950001718a1b,2025-05-29,6555,6555
6630f336cac2950001718af8,2025-05-01,2509,2509
6630f336cac2950001718af8,2025-05-02,8860,8860
6630f336cac2950001718af8,2025-05-03,10062,12562
6630f336cac2950001718af8,2025-05-04,12389,14889
6630f336cac2950001718af8,2025-05-05,11801,14301
6630f336cac2950001718af8,2025-05-06,24416,26916
6630f336cac2950001718af8,2025-05-07,27775,30275
6630f336cac2950001718af8,2025-05-08,17600,20100
6630f336cac2950001718af8,2025-05-09,23268,25768
6630f336cac2950001718af8,2025-05-10,19167,21667
6630f336cac2950001718af8,2025-05-11,25350,27850
6630f336cac2950001718af8,2025-05-12,5600,5600
6630f336cac2950001718af8,2025-05-13,4964,4964
6630f336cac2950001718af8,2025-05-14,24999,27499
6630f336cac2950001718af8,2025-05-16,19869,22369
6630f336cac2950001718af8,2025-05-17,22076,24576
6630f336cac2950001718af8,2025-05-18,24985,27485
6630f336cac2950001718af8,2025-05-19,3219,3219
6630f336cac2950001718af8,2025-05-21,9021,9021
6630f336cac2950001718af8,2025-05-22,36174,38674
6630f336cac2950001718af8,2025-05-23,6042,6042
6630f336cac2950001718af8,2025-05-24,16797,19297
6630f336cac2950001718af8,2025-05-25,17806,20306
6630f336cac2950001718af8,2025-05-26,5191,5191
6630f336cac2950001718af8,2025-05-27,7337,7337
6630f336cac2950001718af8,2025-05-28,13111,15611
6630f336cac2950001718af8,2025-05-29,2981,2981
6630f336cac2950001718af8,2025-05-30,13085,15585
6630f336cac2950001718af8,2025-05-31,20105,22605
6630f399cac2950001718b2b,2025-05-01,10980,13480
6630f399cac2950001718b2b,2025-05-02,11709,14209
6630f399cac2950001718b2b,2025-05-03,17932,20432
6630f399cac2950001718b2b,2025-05-04,8989,8989
6630f399cac2950001718b2b,2025-05-05,4327,4327
6630f399cac2950001718b2b,2025-05-06,5864,5864
6630f399cac2950001718b2b,2025-05-07,5897,5897
6630f399cac2950001718b2b,2025-05-08,11607,14107
6630f399cac2950001718b2b,2025-05-09,6479,6479
6630f399cac2950001718b2b,2025-05-10,15558,18058
6630f399cac2950001718b2b,2025-05-11,7309,7309
6630f399cac2950001718b2b,2025-05-13,2938,2938
6630f399cac2950001718b2b,2025-05-14,10916,13416
6630f399cac2950001718b2b,2025-05-15,10868,13368
6630f399cac2950001718b2b,2025-05-16,4860,4860
6630f399cac2950001718b2b,2025-05-17,10734,13234
6630f399cac2950001718b2b,2025-05-18,14676,17176
6630f399cac2950001718b2b,2025-05-19,5683,5683
6630f399cac2950001718b2b,2025-05-20,10421,12921
6630f399cac2950001718b2b,2025-05-21,581,581
6630f399cac2950001718b2b,2025-05-24,10732,13232
6630f399cac2950001718b2b,2025-05-25,7237,7237
6630f399cac2950001718b2b,2025-05-26,7133,7133
6630f399cac2950001718b2b,2025-05-27,8066,8066
6630f399cac2950001718b2b,2025-05-28,8078,8078
6630f399cac2950001718b2b,2025-05-29,12003,14503
6630f399cac2950001718b2b,2025-05-30,9174,9174
6630f399cac2950001718b2b,2025-05-31,10546,13046
6630f3d8cac2950001718b45,2025-05-01,18649,21149
6630f3d8cac2950001718b45,2025-05-02,18473,20973
6630f3d8cac2950001718b45,2025-05-03,9326,9326
6630f3d8cac2950001718b45,2025-05-04,14280,16780
6630f3d8cac2950001718b45,2025-05-05,13594,16094
6630f3d8cac2950001718b45,2025-05-06,14403,16903
6630f3d8cac2950001718b45,2025-05-07,13972,16472
6630f3d8cac2950001718b45,2025-05-08,12227,14727
6630f3d8cac2950001718b45,2025-05-09,20197,22697
6630f3d8cac2950001718b45,2025-05-10,17592,20092
6630f3d8cac2950001718b45,2025-05-11,17323,19823
6630f3d8cac2950001718b45,2025-05-12,14478,16978
6630f3d8cac2950001718b45,2025-05-13,11453,13953
6630f3d8cac2950001718b45,2025-05-14,11853,14353
6630f3d8cac2950001718b45,2025-05-15,10679,13179
6630f3d8cac2950001718b45,2025-05-16,20690,23190
6630f3d8cac2950001718b45,2025-05-17,15213,17713
6630f3d8cac2950001718b45,2025-05-18,15309,17809
6630f3d8cac2950001718b45,2025-05-19,10032,12532
6630f3d8cac2950001718b45,2025-05-20,21869,24369
6630f3d8cac2950001718b45,2025-05-21,540,540
6630f3d8cac2950001718b45,2025-05-22,4717,4717
6630f3d8cac2950001718b45,2025-05-23,498,498
6630f3d8cac2950001718b45,2025-05-24,10067,12567
6630f3d8cac2950001718b45,2025-05-25,18675,21175
6630f3d8cac2950001718b45,2025-05-26,10232,12732
6630f3d8cac2950001718b45,2025-05-27,9335,9335
6630f3d8cac2950001718b45,2025-05-28,6385,6385
6630f3d8cac2950001718b45,2025-05-29,5363,5363
6630f3d8cac2950001718b45,2025-05-30,10770,13270
6630f3d8cac2950001718b45,2025-05-31,6186,6186
66311817cac29500017198a6,2025-05-02,10098,12598
66311817cac29500017198a6,2025-05-03,15041,17541
66311817cac29500017198a6,2025-05-04,14525,17025
66311817cac29500017198a6,2025-05-05,10523,13023
66311817cac29500017198a6,2025-05-07,10682,13182
66311817cac29500017198a6,2025-05-08,12725,15225
66311817cac29500017198a6,2025-05-09,14318,16818
66311817cac29500017198a6,2025-05-10,15641,18141
66311817cac29500017198a6,2025-05-12,5998,5998
66311817cac29500017198a6,2025-05-13,11516,14016
66311817cac29500017198a6,2025-05-14,10858,13358
66311817cac29500017198a6,2025-05-15,12819,15319
66311817cac29500017198a6,2025-05-17,16007,18507
66311817cac29500017198a6,2025-05-18,12907,15407
66311817cac29500017198a6,2025-05-19,11041,13541
66311817cac29500017198a6,2025-05-20,11238,13738
66311817cac29500017198a6,2025-05-22,11696,14196
66311817cac29500017198a6,2025-05-23,10710,13210
66311817cac29500017198a6,2025-05-24,18213,20713
66311817cac29500017198a6,2025-05-25,18437,20937
66311817cac29500017198a6,2025-05-27,10187,12687
66311817cac29500017198a6,2025-05-28,7513,7513
66311817cac29500017198a6,2025-05-29,11625,14125
66311817cac29500017198a6,2025-05-30,12161,14661
66311817cac29500017198a6,2025-05-31,16031,18531
66312fe1cac2950001719e65,2025-05-01,20384,22884
66312fe1cac2950001719e65,2025-05-02,9856,9856
66312fe1cac2950001719e65,2025-05-04,17358,19858
66312fe1cac2950001719e65,2025-05-05,16712,19212
66312fe1cac2950001719e65,2025-05-06,14585,17085
66312fe1cac2950001719e65,2025-05-07,8022,8022
66312fe1cac2950001719e65,2025-05-08,12422,14922
66312fe1cac2950001719e65,2025-05-09,11400,13900
66312fe1cac2950001719e65,2025-05-10,15378,17878
66312fe1cac2950001719e65,2025-05-11,9093,9093
66312fe1cac2950001719e65,2025-05-12,11803,14303
66312fe1cac2950001719e65,2025-05-13,8435,8435
66312fe1cac2950001719e65,2025-05-15,12594,15094
66312fe1cac2950001719e65,2025-05-16,4064,4064
66312fe1cac2950001719e65,2025-05-17,10594,13094
66312fe1cac2950001719e65,2025-05-18,10990,13490
66312fe1cac2950001719e65,2025-05-19,4541,4541
66312fe1cac2950001719e65,2025-05-20,11247,13747
66312fe1cac2950001719e65,2025-05-21,9352,9352
66312fe1cac2950001719e65,2025-05-22,7759,7759
66312fe1cac2950001719e65,2025-05-23,10286,12786
66312fe1cac2950001719e65,2025-05-24,11939,14439
66312fe1cac2950001719e65,2025-05-26,4442,4442
66312fe1cac2950001719e65,2025-05-27,6631,6631
66312fe1cac2950001719e65,2025-05-28,8624,8624
66312fe1cac2950001719e65,2025-05-29,17640,20140
66312fe1cac2950001719e65,2025-05-30,9959,9959
66312fe1cac2950001719e65,2025-05-31,2106,2106
6631303ccac2950001719e80,2025-05-01,38982,41482
6631303ccac2950001719e80,2025-05-02,30738,33238
6631303ccac2950001719e80,2025-05-03,35918,38418
6631303ccac2950001719e80,2025-05-04,32524,35024
6631303ccac2950001719e80,2025-05-05,31795,34295
6631303ccac2950001719e80,2025-05-06,29175,31675
6631303ccac2950001719e80,2025-05-07,33409,35909
6631303ccac2950001719e80,2025-05-08,30128,32628
6631303ccac2950001719e80,2025-05-09,30571,33071
6631303ccac2950001719e80,2025-05-10,32113,34613
6631303ccac2950001719e80,2025-05-11,35343,37843
6631303ccac2950001719e80,2025-05-12,30539,33039
6631303ccac2950001719e80,2025-05-13,37556,40056
6631303ccac2950001719e80,2025-05-14,36362,38862
6631303ccac2950001719e80,2025-05-15,33648,36148
6631303ccac2950001719e80,2025-05-16,27807,30307
6631303ccac2950001719e80,2025-05-17,23541,26041
6631303ccac2950001719e80,2025-05-18,40946,43446
6631303ccac2950001719e80,2025-05-19,34146,36646
6631303ccac2950001719e80,2025-05-20,30614,33114
6631303ccac2950001719e80,2025-05-21,30712,33212
6631303ccac2950001719e80,2025-05-22,23515,26015
6631303ccac2950001719e80,2025-05-23,37879,40379
6631303ccac2950001719e80,2025-05-24,38075,40575
6631303ccac2950001719e80,2025-05-25,33745,36245
6631303ccac2950001719e80,2025-05-26,27843,30343
6631303ccac2950001719e80,2025-05-27,23057,25557
6631303ccac2950001719e80,2025-05-28,19769,22269
6631303ccac2950001719e80,2025-05-29,17641,20141
6631303ccac2950001719e80,2025-05-30,16960,19460
6631303ccac2950001719e80,2025-05-31,10023,12523
66313cb9cac295000171a1c0,2025-05-01,18087,20587
66313cb9cac295000171a1c0,2025-05-02,14729,17229
66313cb9cac295000171a1c0,2025-05-03,16271,18771
66313cb9cac295000171a1c0,2025-05-04,14871,17371
66313cb9cac295000171a1c0,2025-05-05,13655,16155
66313cb9cac295000171a1c0,2025-05-06,12698,15198
66313cb9cac295000171a1c0,2025-05-07,11444,13944
66313cb9cac295000171a1c0,2025-05-08,14155,16655
66313cb9cac295000171a1c0,2025-05-09,17101,19601
66313cb9cac295000171a1c0,2025-05-10,18155,20655
66313cb9cac295000171a1c0,2025-05-12,10744,13244
66313cb9cac295000171a1c0,2025-05-13,13371,15871
66313cb9cac295000171a1c0,2025-05-14,1548,1548
66313cb9cac295000171a1c0,2025-05-15,12639,15139
66313cb9cac295000171a1c0,2025-05-17,14607,17107
66313cb9cac295000171a1c0,2025-05-18,11085,13585
66313cb9cac295000171a1c0,2025-05-19,11382,13882
66313cb9cac295000171a1c0,2025-05-20,11779,14279
66313cb9cac295000171a1c0,2025-05-22,11483,13983
66313cb9cac295000171a1c0,2025-05-23,11566,14066
66313cb9cac295000171a1c0,2025-05-24,11385,13885
66313cb9cac295000171a1c0,2025-05-25,11810,14310
66313cb9cac295000171a1c0,2025-05-27,11798,14298
66313cb9cac295000171a1c0,2025-05-28,13547,16047
66313cb9cac295000171a1c0,2025-05-29,11685,14185
66313cb9cac295000171a1c0,2025-05-30,11186,13686
66313cb9cac295000171a1c0,2025-05-31,6976,6976
663147d8cac295000171a59b,2025-05-01,15947,18447
663147d8cac295000171a59b,2025-05-02,11947,14447
663147d8cac295000171a59b,2025-05-04,21527,24027
663147d8cac295000171a59b,2025-05-05,9037,9037
663147d8cac295000171a59b,2025-05-06,12440,14940
663147d8cac295000171a59b,2025-05-07,14514,17014
663147d8cac295000171a59b,2025-05-08,5649,5649
663147d8cac295000171a59b,2025-05-09,3432,3432
663147d8cac295000171a59b,2025-05-10,22011,24511
663147d8cac295000171a59b,2025-05-11,12532,15032
663147d8cac295000171a59b,2025-05-12,10124,12624
663147d8cac295000171a59b,2025-05-13,9727,9727
663147d8cac295000171a59b,2025-05-15,4121,4121
663147d8cac295000171a59b,2025-05-16,7896,7896
663147d8cac295000171a59b,2025-05-17,19926,22426
663147d8cac295000171a59b,2025-05-18,14121,16621
663147d8cac295000171a59b,2025-05-19,7514,7514
663147d8cac295000171a59b,2025-05-20,5752,5752
663147d8cac295000171a59b,2025-05-21,9224,9224
663147d8cac295000171a59b,2025-05-22,10667,13167
663147d8cac295000171a59b,2025-05-23,5044,5044
663147d8cac295000171a59b,2025-05-24,7065,7065
663147d8cac295000171a59b,2025-05-25,28266,30766
663147d8cac295000171a59b,2025-05-26,8425,8425
663147d8cac295000171a59b,2025-05-27,16705,19205
663147d8cac295000171a59b,2025-05-28,7273,7273
663147d8cac295000171a59b,2025-05-29,5575,5575
663147d8cac295000171a59b,2025-05-30,16188,18688
663147d8cac295000171a59b,2025-05-31,15473,17973
663164d7cac295000171abd3,2025-05-01,12318,14818
663164d7cac295000171abd3,2025-05-02,4119,4119
663164d7cac295000171abd3,2025-05-03,4869,4869
663164d7cac295000171abd3,2025-05-04,10649,13149
663164d7cac295000171abd3,2025-05-05,6539,6539
663164d7cac295000171abd3,2025-05-07,8300,8300
663164d7cac295000171abd3,2025-05-08,8412,8412
663164d7cac295000171abd3,2025-05-09,11302,13802
663164d7cac295000171abd3,2025-05-10,5829,5829
663164d7cac295000171abd3,2025-05-11,4408,4408
663164d7cac295000171abd3,2025-05-12,8495,8495
663164d7cac295000171abd3,2025-05-13,6766,6766
663164d7cac295000171abd3,2025-05-14,5381,5381
663164d7cac295000171abd3,2025-05-15,14253,16753
663164d7cac295000171abd3,2025-05-16,3641,3641
663164d7cac295000171abd3,2025-05-17,10279,12779
663164d7cac295000171abd3,2025-05-18,2480,2480
663164d7cac295000171abd3,2025-05-19,3881,3881
663164d7cac295000171abd3,2025-05-20,12490,14990
663164d7cac295000171abd3,2025-05-21,2171,2171
663164d7cac295000171abd3,2025-05-22,7186,7186
663164d7cac295000171abd3,2025-05-23,6512,6512
663164d7cac295000171abd3,2025-05-24,1946,1946
663164d7cac295000171abd3,2025-05-26,10552,13052
663164d7cac295000171abd3,2025-05-27,8041,8041
663164d7cac295000171abd3,2025-05-28,5999,5999
663164d7cac295000171abd3,2025-05-29,8139,8139
663164d7cac295000171abd3,2025-05-30,2836,2836
663164d7cac295000171abd3,2025-05-31,6758,6758
68121fd9d2ed54640e597df2,2025-05-01,17068,19568
68121fd9d2ed54640e597df2,2025-05-02,7362,7362
68121fd9d2ed54640e597df2,2025-05-03,9298,9298
68121fd9d2ed54640e597df2,2025-05-05,18393,20893
68121fd9d2ed54640e597df2,2025-05-06,10683,13183
68121fd9d2ed54640e597df2,2025-05-07,17019,19519
68121fd9d2ed54640e597df2,2025-05-08,13070,15570
68121fd9d2ed54640e597df2,2025-05-10,20956,23456
68121fd9d2ed54640e597df2,2025-05-11,17984,20484
68121fd9d2ed54640e597df2,2025-05-12,10099,12599
68121fd9d2ed54640e597df2,2025-05-13,8017,8017
68121fd9d2ed54640e597df2,2025-05-15,12037,14537
68121fd9d2ed54640e597df2,2025-05-16,7132,7132
68121fd9d2ed54640e597df2,2025-05-17,14698,17198
68121fd9d2ed54640e597df2,2025-05-18,17644,20144
68121fd9d2ed54640e597df2,2025-05-19,8388,8388
68121fd9d2ed54640e597df2,2025-05-20,11197,13697
68121fd9d2ed54640e597df2,2025-05-21,16151,18651
68121fd9d2ed54640e597df2,2025-05-22,10596,13096
68121fd9d2ed54640e597df2,2025-05-23,12368,14868
68121fd9d2ed54640e597df2,2025-05-24,8582,8582
68121fd9d2ed54640e597df2,2025-05-26,10022,12522
68121fd9d2ed54640e597df2,2025-05-27,8602,8602
68121fd9d2ed54640e597df2,2025-05-28,10729,13229
68121fd9d2ed54640e597df2,2025-05-29,7734,7734
68121fd9d2ed54640e597df2,2025-05-31,13575,16075
68122b71d26a18787159829d,2025-05-02,10914,13414
68122b71d26a18787159829d,2025-05-03,12286,14786
68122b71d26a18787159829d,2025-05-04,18429,20929
68122b71d26a18787159829d,2025-05-05,10183,12683
68122b71d26a18787159829d,2025-05-07,10074,12574
68122b71d26a18787159829d,2025-05-08,15905,18405
68122b71d26a18787159829d,2025-05-09,14170,16670
68122b71d26a18787159829d,2025-05-10,12152,14652
68122b71d26a18787159829d,2025-05-12,10737,13237
68122b71d26a18787159829d,2025-05-13,10676,13176
68122b71d26a18787159829d,2025-05-14,10971,13471
68122b71d26a18787159829d,2025-05-15,15813,18313
68122b71d26a18787159829d,2025-05-17,10872,13372
68122b71d26a18787159829d,2025-05-18,15739,18239
68122b71d26a18787159829d,2025-05-19,10607,13107
68122b71d26a18787159829d,2025-05-20,9571,9571
68122b71d26a18787159829d,2025-05-21,11049,13549
68122b71d26a18787159829d,2025-05-22,13615,16115
68122b71d26a18787159829d,2025-05-23,14885,17385
68122b71d26a18787159829d,2025-05-24,10932,13432
68122b71d26a18787159829d,2025-05-25,11416,13916
68122b71d26a18787159829d,2025-05-26,11348,13848
68122b71d26a18787159829d,2025-05-27,11044,13544
68122b71d26a18787159829d,2025-05-28,11595,14095
68122b71d26a18787159829d,2025-05-29,10071,12571
68122b71d26a18787159829d,2025-05-30,10414,12914
68122b71d26a18787159829d,2025-05-31,16136,18636
68122d4dd26a187871598427,2025-05-01,19232,21732
68122d4dd26a187871598427,2025-05-02,22764,25264
68122d4dd26a187871598427,2025-05-03,19941,22441
68122d4dd26a187871598427,2025-05-04,20416,22916
68122d4dd26a187871598427,2025-05-05,18526,21026
68122d4dd26a187871598427,2025-05-06,23208,25708
68122d4dd26a187871598427,2025-05-07,19276,21776
68122d4dd26a187871598427,2025-05-08,22468,24968
68122d4dd26a187871598427,2025-05-09,18615,21115
68122d4dd26a187871598427,2025-05-10,17145,19645
68122d4dd26a187871598427,2025-05-11,15967,18467
68122d4dd26a187871598427,2025-05-12,16768,19268
68122d4dd26a187871598427,2025-05-13,20044,22544
68122d4dd26a187871598427,2025-05-14,14080,16580
68122d4dd26a187871598427,2025-05-15,12410,14910
68122d4dd26a187871598427,2025-05-16,20056,22556
68122d4dd26a187871598427,2025-05-17,23995,26495
68122d4dd26a187871598427,2025-05-18,30422,32922
68122d4dd26a187871598427,2025-05-19,10701,13201
68122d4dd26a187871598427,2025-05-20,22270,24770
68122d4dd26a187871598427,2025-05-21,26281,28781
68122d4dd26a187871598427,2025-05-22,23631,26131
68122d4dd26a187871598427,2025-05-23,10243,12743
68122d4dd26a187871598427,2025-05-24,27794,30294
68122d4dd26a187871598427,2025-05-25,14887,17387
68122d4dd26a187871598427,2025-05-26,15962,18462
68122d4dd26a187871598427,2025-05-27,13756,16256
68122d4dd26a187871598427,2025-05-28,10189,12689
68122d4dd26a187871598427,2025-05-29,15238,17738
68122d4dd26a187871598427,2025-05-30,25404,27904
68122d4dd26a187871598427,2025-05-31,20432,22932
68122ed83ede7b96a2f177ae,2025-05-01,16345,18845
68122ed83ede7b96a2f177ae,2025-05-02,15068,17568
68122ed83ede7b96a2f177ae,2025-05-03,16396,18896
68122ed83ede7b96a2f177ae,2025-05-04,12002,14502
68122ed83ede7b96a2f177ae,2025-05-06,15325,17825
68122ed83ede7b96a2f177ae,2025-05-07,12630,15130
68122ed83ede7b96a2f177ae,2025-05-08,12888,15388
68122ed83ede7b96a2f177ae,2025-05-09,10830,13330
68122ed83ede7b96a2f177ae,2025-05-10,9777,9777
68122ed83ede7b96a2f177ae,2025-05-11,6240,6240
68122ed83ede7b96a2f177ae,2025-05-12,13542,16042
68122ed83ede7b96a2f177ae,2025-05-13,12943,15443
68122ed83ede7b96a2f177ae,2025-05-14,12654,15154
68122ed83ede7b96a2f177ae,2025-05-15,15511,18011
68122ed83ede7b96a2f177ae,2025-05-16,11466,13966
68122ed83ede7b96a2f177ae,2025-05-17,19056,21556
68122ed83ede7b96a2f177ae,2025-05-18,17466,19966
68122ed83ede7b96a2f177ae,2025-05-19,11526,14026
68122ed83ede7b96a2f177ae,2025-05-20,14902,17402
68122ed83ede7b96a2f177ae,2025-05-21,12500,15000
68122ed83ede7b96a2f177ae,2025-05-22,14434,16934
68122ed83ede7b96a2f177ae,2025-05-23,12175,14675
68122ed83ede7b96a2f177ae,2025-05-24,8882,8882
68122ed83ede7b96a2f177ae,2025-05-25,8566,8566
68122ed83ede7b96a2f177ae,2025-05-27,16572,19072
68122ed83ede7b96a2f177ae,2025-05-28,7499,7499
68122ed83ede7b96a2f177ae,2025-05-29,14154,16654
68122ed83ede7b96a2f177ae,2025-05-30,14827,17327
68122ed83ede7b96a2f177ae,2025-05-31,13404,15904
68124f053e970112a4f18780,2025-05-01,6667,6667
68124f053e970112a4f18780,2025-05-02,7180,7180
68124f053e970112a4f18780,2025-05-03,11775,14275
68124f053e970112a4f18780,2025-05-04,16084,18584
